,genres,early_access,sentiment,year,price,genre_encoded,sentiment_numeric
7030,[],False,Mixed,2017,14.99,False,0
7031,"['Action', 'Indie', 'Racing']",False,Mixed,2017,0.99,False,0
7032,"['Adventure', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7033,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",False,Positive,2017,29.99,False,2
7034,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",False,Mixed,2017,4.99,True,0
7035,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",False,Mixed,2017,39.99,False,0
7036,"['Simulation', 'Strategy']",False,Very Positive,2017,0.0,False,1
7037,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2017,1.99,True,0
7038,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",False,Mixed,2017,6.99,True,0
7039,"['Casual', 'Indie', 'Strategy']",False,Positive,2017,4.99,True,2
7040,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2017,9.99,False,0
7041,"['Casual', 'Indie']",False,Positive,2017,0.0,True,2
7042,['Indie'],False,Mostly Positive,2017,3.99,False,3
7043,"['Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7044,"['Casual', 'Indie', 'Simulation']",False,Positive,2017,1.99,True,2
7045,['Casual'],False,Mixed,2017,0.99,True,0
7046,[],False,Very Positive,2009,11.99,False,1
7047,"['Action', 'Indie', 'Sports']",False,Mostly Positive,2017,0.99,False,3
7048,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Positive,2017,9.99,False,2
7049,"['Indie', 'RPG']",False,Positive,2017,9.99,False,2
7050,"['Action', 'Adventure', 'Indie', 'RPG']",False,Positive,2017,14.99,False,2
7051,"['Action', 'Indie']",False,Positive,2017,4.99,False,2
7052,"['Adventure', 'Indie', 'RPG']",False,Positive,2014,3.99,False,2
7053,"['Adventure', 'Indie', 'RPG']",False,Positive,2013,3.99,False,2
7054,"['Adventure', 'Indie']",False,Very Positive,2017,19.99,False,1
7055,"['Adventure', 'Indie', 'RPG']",False,Mixed,2017,5.99,False,0
7056,"['Action', 'Indie']",False,Positive,2016,0.0,False,2
7057,"['Adventure', 'Casual', 'Indie']",False,Positive,2017,11.99,True,2
7058,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",True,Mostly Positive,2017,0.0,True,3
7060,"['Adventure', 'RPG', 'Strategy']",False,Mixed,2017,9.99,False,0
7061,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Positive,2017,24.99,False,3
7062,['Indie'],False,Positive,2017,9.99,False,2
7063,"['Action', 'Adventure', 'Indie']",False,Very Positive,2017,0.99,False,1
7064,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,4.99,False,0
7065,"['Action', 'Casual', 'Indie']",False,Mixed,2017,4.99,True,0
7066,"['Indie', 'RPG', 'Strategy', 'Early Access']",True,Positive,2017,14.99,False,2
7067,"['Casual', 'Simulation']",False,Mostly Positive,2017,24.99,True,3
7068,"['Indie', 'RPG']",False,Positive,2017,14.99,False,2
7069,"['Action', 'Indie']",False,Very Positive,2017,2.99,False,1
7070,['Simulation'],False,Mixed,2017,44.99,False,0
7071,['Simulation'],False,Mostly Positive,2017,44.99,False,3
7072,"['Action', 'Adventure']",False,Very Positive,2017,0.0,False,1
7073,"['Action', 'Indie', 'Early Access']",True,Overwhelmingly Positive,2017,14.99,False,5
7074,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",True,Very Positive,2017,9.99,False,1
7075,"['Adventure', 'Casual', 'Indie', 'RPG']",False,Mixed,2017,4.99,True,0
7076,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",False,Mostly Positive,2017,0.0,False,3
7077,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,2.99,False,0
7078,"['Action', 'Casual']",False,Negative,2017,4.99,True,6
7079,"['Adventure', 'Indie']",False,Positive,2016,14.99,False,2
7080,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,3.99,False,0
7081,"['Adventure', 'Indie']",False,Positive,2017,19.99,False,2
7082,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",False,Positive,2017,9.99,True,2
7083,"['Indie', 'Strategy']",False,Very Positive,2017,9.99,False,1
7084,"['Action', 'Indie', 'Racing']",False,Positive,2017,4.99,False,2
7085,['Strategy'],False,Mostly Positive,2017,19.99,False,3
7086,"['Casual', 'Indie']",False,Mostly Positive,2017,0.99,True,3
7087,"['Adventure', 'Casual', 'Indie']",False,Mixed,2017,1.99,True,0
7088,"['Casual', 'Indie']",False,Mostly Positive,2014,3.99,True,3
7089,"['Action', 'Simulation', 'Strategy']",False,Mostly Positive,2017,4.99,False,3
7090,"['Adventure', 'Indie']",False,Positive,2017,7.99,False,2
7091,"['Indie', 'Simulation']",False,Mixed,2017,3.99,False,0
7092,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mostly Negative,2017,6.99,True,4
7093,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Positive,2017,9.99,False,3
7094,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']",False,Positive,2017,0.0,True,2
7095,"['Adventure', 'Indie', 'RPG']",False,Mixed,2017,4.99,False,0
7096,"['Action', 'Adventure', 'Indie']",False,Positive,2016,5.99,False,2
7097,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,4.99,False,0
7098,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Overwhelmingly Positive,2017,14.99,False,5
7099,"['Action', 'Adventure', 'Indie', 'RPG']",False,Positive,2017,4.99,False,2
7100,"['Action', 'Adventure', 'Indie', 'RPG']",False,Positive,2017,8.99,False,2
7101,"['Action', 'Adventure', 'Indie']",False,Positive,2017,1.99,False,2
7102,"['Action', 'Adventure', 'Indie']",False,Positive,2017,1.99,False,2
7103,"['Adventure', 'Indie']",False,Positive,2017,2.99,False,2
7104,"['Adventure', 'Indie']",False,Very Positive,2017,3.99,False,1
7105,"['Action', 'Racing']",False,Positive,2012,4.99,False,2
7106,"['Adventure', 'Indie']",False,Mostly Positive,2017,24.99,False,3
7107,"['Adventure', 'Indie']",False,Positive,2017,1.99,False,2
7108,"['Casual', 'Indie']",False,Positive,2017,2.99,True,2
7109,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2017,6.99,False,0
7110,"['Adventure', 'Indie']",False,Very Positive,2017,1.99,False,1
7111,"['Adventure', 'Casual', 'Indie']",False,Mixed,2017,3.99,True,0
7112,"['Casual', 'Indie', 'Simulation']",False,Positive,2017,0.99,True,2
7113,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mostly Negative,2017,0.99,True,4
7114,"['Action', 'Adventure']",False,Very Positive,2017,14.99,False,1
7115,"['Action', 'Casual', 'Indie']",False,Mixed,2017,1.99,True,0
7116,"['Free to Play', 'Simulation']",False,Very Positive,2017,0.0,False,1
7117,"['Casual', 'Indie', 'Strategy']",False,Mixed,2017,8.99,True,0
7118,"['Adventure', 'Casual']",False,Mostly Positive,2017,9.99,True,3
7119,"['Action', 'Adventure', 'Indie']",False,Positive,2017,1.99,False,2
7120,"['Action', 'Indie']",False,Mostly Positive,2017,2.99,False,3
7121,"['Action', 'Free to Play', 'Indie']",False,Mostly Positive,2017,0.0,False,3
7122,"['Action', 'Adventure']",False,Very Positive,2017,12.99,False,1
7123,['Simulation'],False,Mixed,2017,49.99,False,0
7124,"['Action', 'Indie']",False,Positive,2017,9.99,False,2
7125,"['Action', 'Indie']",False,Positive,2017,0.0,False,2
7126,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",False,Very Positive,2017,0.0,False,1
7127,"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",False,Mostly Positive,2017,34.99,False,3
7128,"['Adventure', 'Casual', 'Indie']",False,Very Positive,2017,5.99,True,1
7129,"['Casual', 'Indie', 'Strategy']",False,Positive,2017,1.99,True,2
7130,"['Massively Multiplayer', 'Strategy', 'Early Access']",True,Mixed,2017,29.99,False,0
7131,"['Action', 'Casual', 'Indie']",False,Mostly Positive,2017,1.99,True,3
7132,['Simulation'],False,Mostly Positive,2017,24.99,False,3
7133,"['Casual', 'Indie']",False,Mostly Positive,2017,1.99,True,3
7134,['RPG'],False,Positive,2017,7.99,False,2
7135,"['Action', 'Free to Play', 'Massively Multiplayer']",False,Mixed,2017,0.0,False,0
7136,"['Casual', 'Indie']",False,Positive,2017,1.99,True,2
7137,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Negative,2016,3.99,False,4
7138,"['RPG', 'Strategy']",False,Positive,2017,0.0,False,2
7139,"['Action', 'Casual', 'Indie', 'Strategy']",False,Positive,2017,5.99,True,2
7140,"['Action', 'Adventure', 'Casual', 'Indie']",False,Positive,2017,9.99,True,2
7141,['Early Access'],True,Mostly Negative,2017,17.99,False,4
7142,"['Indie', 'Racing', 'Simulation', 'Sports']",False,Mixed,2017,5.99,False,0
7143,"['Action', 'Indie']",False,Mixed,2017,0.0,False,0
7144,"['Adventure', 'Indie']",False,Very Positive,2017,9.99,False,1
7145,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,2.99,False,0
7146,"['Casual', 'Indie', 'Simulation']",False,Very Positive,2017,0.99,True,1
7147,['Indie'],False,Mostly Negative,2017,1.99,False,4
7148,"['Action', 'Casual', 'Indie', 'Racing']",False,Positive,2017,7.99,True,2
7149,"['Adventure', 'Casual', 'Simulation', 'Strategy']",False,Positive,2017,9.99,True,2
7150,"['Action', 'Indie', 'RPG']",False,Mostly Positive,2017,19.99,False,3
7151,['Indie'],False,Mixed,2017,0.99,False,0
7152,"['Adventure', 'Indie', 'RPG', 'Strategy']",False,Mixed,2016,44.99,False,0
7153,"['Action', 'Indie', 'Sports']",False,Very Positive,2017,0.0,False,1
7154,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Positive,2017,2.99,False,3
7155,"['Action', 'Casual']",False,Positive,2017,34.99,True,2
7156,"['Casual', 'Free to Play', 'Indie', 'Simulation']",False,Very Positive,2017,0.0,True,1
7157,"['Casual', 'Indie', 'Racing', 'Sports', 'Early Access']",True,Positive,2017,7.99,True,2
7158,['Simulation'],False,Mixed,2017,19.99,False,0
7159,"['Adventure', 'Indie', 'RPG', 'Early Access']",True,Positive,2017,7.99,False,2
7160,"['Action', 'Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7161,"['Action', 'RPG']",False,Very Positive,2017,11.99,False,1
7162,"['Racing', 'Simulation', 'Sports', 'Strategy']",False,Positive,2017,7.99,False,2
7163,"['Racing', 'Simulation', 'Sports', 'Strategy']",False,Mostly Positive,2017,0.0,False,3
7164,"['Adventure', 'Indie', 'RPG']",False,Mostly Positive,2017,3.99,False,3
7165,"['Action', 'Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7166,"['Indie', 'RPG']",False,Very Positive,2017,14.99,False,1
7167,"['Indie', 'Simulation']",False,Positive,2017,0.0,False,2
7168,"['Action', 'Indie', 'Simulation']",False,Mixed,2017,0.99,False,0
7169,"['Casual', 'Indie']",False,Mixed,2017,1.99,True,0
7170,"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",True,Mixed,2017,5.99,True,0
7171,"['Adventure', 'Indie']",False,Mixed,2017,7.99,False,0
7172,"['Casual', 'Indie', 'Simulation', 'Strategy']",False,Mostly Positive,2017,3.99,True,3
7173,"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Racing', 'Simulation', 'Early Access']",True,Mixed,2017,0.0,False,0
7174,"['Adventure', 'Indie']",False,Very Positive,2017,7.99,False,1
7175,"['Action', 'Adventure', 'Indie', 'Strategy']",False,Mostly Negative,2017,2.99,False,4
7176,"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports']",False,Mostly Positive,2017,6.99,False,3
7177,"['Action', 'Casual', 'Indie']",False,Very Positive,2017,0.99,True,1
7178,['Strategy'],False,Mostly Negative,2017,4.99,False,4
7179,"['Indie', 'Strategy']",False,Positive,2017,14.99,False,2
7180,"['Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7181,"['Action', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7182,"['Action', 'Adventure']",False,Mostly Positive,2017,14.99,False,3
7183,"['Action', 'Indie']",False,Positive,2017,9.99,False,2
7184,"['Casual', 'Indie']",False,Positive,2017,2.99,True,2
7185,"['Adventure', 'Casual', 'Indie']",False,Positive,2017,2.99,True,2
7186,"['Action', 'Free to Play', 'Indie', 'Strategy']",False,Mixed,2017,0.0,False,0
7187,"['Casual', 'Indie']",False,Positive,2017,8.99,True,2
7188,"['Indie', 'Simulation', 'Strategy']",False,Positive,2017,14.99,False,2
7189,"['Adventure', 'Indie']",False,Very Positive,2017,8.99,False,1
7190,"['Action', 'Adventure', 'Indie', 'Racing', 'Strategy']",False,Mixed,2017,0.99,False,0
7191,"['Simulation', 'Strategy', 'Early Access']",True,Negative,2017,14.99,False,6
7192,['Simulation'],False,Very Positive,2017,9.99,False,1
7193,"['Adventure', 'Free to Play', 'Indie']",False,Positive,2017,0.0,False,2
7194,"['Free to Play', 'Indie', 'Simulation']",False,Very Positive,2017,0.0,False,1
7195,['Casual'],False,Positive,2017,9.99,True,2
7196,['Casual'],False,Mixed,2017,9.99,True,0
7197,"['Adventure', 'Indie']",False,Very Positive,2017,6.99,False,1
7198,"['Action', 'Indie']",False,Mostly Negative,2017,1.99,False,4
7199,"['Adventure', 'Indie']",False,Positive,2017,1.99,False,2
7200,['Indie'],False,Mostly Positive,2017,0.99,False,3
7201,['Adventure'],False,Very Positive,2017,14.99,False,1
7202,"['Indie', 'Strategy']",False,Mixed,2017,0.99,False,0
7203,"['Casual', 'Indie', 'Strategy']",False,Mostly Positive,2017,9.99,True,3
7204,"['Action', 'Adventure', 'Indie']",False,Mostly Negative,2017,0.99,False,4
7205,"['Adventure', 'Casual', 'Indie', 'Simulation']",False,Mixed,2017,5.99,True,0
7206,"['Free to Play', 'Massively Multiplayer', 'RPG']",False,Mixed,2017,0.0,False,0
7207,"['Action', 'Free to Play', 'Strategy', 'Early Access']",True,Mostly Positive,2017,0.0,False,3
7208,"['Free to Play', 'Indie', 'Simulation', 'Strategy']",False,Very Positive,2015,0.0,False,1
7209,['Strategy'],False,Mostly Positive,2017,4.99,False,3
7210,"['Action', 'Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7211,"['Action', 'Adventure', 'Indie']",False,Mostly Negative,2017,1.99,False,4
7212,['Action'],False,Mixed,2017,0.0,False,0
7213,"['Casual', 'Indie']",False,Very Positive,2017,0.99,True,1
7214,"['Action', 'Adventure', 'Casual', 'Indie']",False,Very Positive,2017,0.99,True,1
7215,"['Adventure', 'Indie', 'Simulation']",False,Very Positive,2017,14.99,False,1
7216,['Simulation'],False,Very Positive,2017,14.99,False,1
7217,['Action'],False,Positive,2017,4.99,False,2
7218,"['Action', 'RPG']",False,Positive,2017,6.99,False,2
7219,"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",True,Positive,2017,9.99,False,2
7220,"['Adventure', 'Casual', 'Indie']",False,Mostly Positive,2017,9.99,True,3
7221,"['Casual', 'Indie', 'Simulation']",False,Mixed,2017,0.99,True,0
7222,"['RPG', 'Simulation', 'Strategy']",False,Mostly Positive,2017,0.0,False,3
7223,"['Indie', 'Strategy']",False,Positive,2017,9.99,False,2
7224,"['Racing', 'Simulation', 'Sports']",False,Mostly Positive,2017,19.99,False,3
7225,"['Action', 'Adventure']",False,Mostly Positive,2017,34.99,False,3
7226,"['Action', 'Indie', 'Sports']",False,Positive,2017,3.99,False,2
7227,"['Action', 'Casual', 'Indie', 'Simulation']",False,Positive,2017,4.99,True,2
7228,"['Action', 'Adventure']",False,Mostly Negative,2017,0.99,False,4
7230,"['Action', 'Indie', 'Early Access']",True,Positive,2017,9.99,False,2
7231,"['Action', 'Indie', 'Strategy']",False,Mostly Positive,2017,4.99,False,3
7232,"['Action', 'Indie', 'Simulation', 'Early Access']",True,Mixed,2017,39.99,False,0
7233,"['Action', 'Casual', 'Indie']",False,Mostly Positive,2017,1.99,True,3
7234,"['Casual', 'Indie']",False,Very Positive,2017,0.99,True,1
7235,"['Action', 'Indie', 'Early Access']",True,Mostly Positive,2017,9.99,False,3
7236,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']",False,Positive,2017,0.99,True,2
7237,"['Action', 'Casual', 'Indie']",False,Positive,2017,4.99,True,2
7238,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2017,3.99,True,0
7239,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",False,Mixed,2017,3.99,True,0
7240,"['Casual', 'Indie', 'RPG', 'Strategy']",False,Mostly Positive,2017,9.99,True,3
7241,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",False,Mixed,2017,1.99,True,0
7242,"['Adventure', 'Casual']",False,Positive,2017,9.99,True,2
7243,['Strategy'],False,Mixed,2017,24.99,False,0
7244,"['Adventure', 'Indie', 'Simulation']",False,Mostly Negative,2017,14.99,False,4
7245,"['Adventure', 'Indie']",False,Positive,2017,9.99,False,2
7246,"['Indie', 'RPG', 'Strategy']",False,Positive,2017,4.99,False,2
7247,"['Indie', 'Simulation', 'Strategy']",False,Mixed,2017,3.99,False,0
7248,"['Adventure', 'Casual']",False,Positive,2017,5.99,True,2
7249,"['Casual', 'Indie', 'Simulation', 'Sports']",False,Positive,2017,19.99,True,2
7250,"['Action', 'Indie']",False,Positive,2017,2.99,False,2
7251,"['Action', 'Adventure']",False,Mostly Positive,2017,14.99,False,3
7252,"['Free to Play', 'Indie']",False,Mostly Positive,2017,0.0,False,3
7253,"['Action', 'Casual', 'Indie']",False,Mostly Negative,2017,2.99,True,4
7254,"['Adventure', 'Indie']",False,Very Positive,2017,3.99,False,1
7255,"['Free to Play', 'Strategy']",False,Mixed,2017,0.0,False,0
7256,['Strategy'],False,Mixed,2017,9.99,False,0
7257,"['Action', 'Casual', 'Free to Play', 'Indie', 'Strategy']",False,Very Positive,2017,14.99,True,1
7258,"['Action', 'Indie']",False,Very Positive,2017,9.99,False,1
7259,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7260,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",True,Mostly Positive,2017,19.99,False,3
7261,"['Action', 'Indie']",False,Very Positive,2017,2.99,False,1
7263,"['Action', 'Indie', 'Simulation', 'Early Access']",True,Very Positive,2017,9.99,False,1
7264,"['Casual', 'Indie']",False,Mostly Negative,2017,0.99,True,4
7265,"['Adventure', 'Indie', 'Simulation']",False,Very Positive,2017,29.99,False,1
7266,"['Simulation', 'Sports']",False,Mixed,2017,49.99,False,0
7267,"['Casual', 'Free to Play', 'RPG']",False,Very Positive,2017,0.0,True,1
7268,"['Casual', 'Indie']",False,Mostly Positive,2017,1.99,True,3
7269,"['Adventure', 'Free to Play', 'Indie']",False,Mostly Positive,2017,0.0,False,3
7270,['Indie'],False,Positive,2017,9.99,False,2
7271,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2017,19.99,False,3
7272,"['Action', 'Indie']",False,Very Positive,2017,14.99,False,1
7273,['RPG'],False,Mixed,2017,29.99,False,0
7274,"['Action', 'Adventure', 'Indie']",False,Mostly Positive,2017,9.99,False,3
7276,['RPG'],False,Mixed,2017,0.0,False,0
7277,"['Action', 'Adventure']",False,Very Positive,2017,19.99,False,1
7278,"['Casual', 'Free to Play', 'Indie']",False,Very Positive,2017,0.0,True,1
7279,"['Action', 'Indie']",False,Very Positive,2017,0.99,False,1
7280,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Positive,2017,9.99,False,3
7281,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Positive,2017,14.99,False,2
7282,"['Action', 'RPG']",False,Mixed,2017,14.99,False,0
7283,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Negative,2017,9.99,False,4
7284,['Adventure'],False,Very Positive,2017,9.99,False,1
7285,"['Action', 'Adventure', 'Indie']",False,Very Positive,2017,3.99,False,1
7286,"['Casual', 'Indie']",False,Mostly Positive,2017,0.99,True,3
7287,"['Adventure', 'Casual']",False,Positive,2013,3.99,True,2
7288,"['Adventure', 'Casual']",False,Mixed,2013,9.99,True,0
7289,"['Adventure', 'Casual']",False,Positive,2014,3.99,True,2
7290,"['Adventure', 'Casual']",False,Mixed,2014,3.99,True,0
7291,"['Adventure', 'Casual']",False,Mixed,2016,3.99,True,0
7292,"['Casual', 'Indie']",False,Mostly Positive,2017,1.99,True,3
7293,"['Adventure', 'Casual']",False,Mixed,2013,3.99,True,0
7294,"['Simulation', 'Strategy']",False,Mixed,2017,24.99,False,0
7295,"['Adventure', 'Casual', 'Indie', 'Early Access']",True,Positive,2017,1.99,True,2
7296,"['Indie', 'Simulation', 'Strategy']",False,Mostly Positive,2016,24.99,False,3
7297,"['Action', 'Adventure', 'Indie', 'RPG']",False,Mostly Positive,2017,19.99,False,3
7298,"['Adventure', 'Indie']",False,Very Positive,2017,9.99,False,1
7299,"['Indie', 'Strategy']",False,Mixed,2017,0.99,False,0
7300,"['Casual', 'Indie', 'Simulation']",False,Mixed,2017,11.99,True,0
7301,"['Action', 'Adventure', 'Indie', 'Early Access']",True,Mostly Positive,2017,6.99,False,3
7302,"['Indie', 'Strategy']",False,Mixed,2017,0.99,False,0
7303,"['Action', 'Indie']",False,Positive,2017,4.99,False,2
7304,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",False,Very Positive,2017,0.0,True,1
7305,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",False,Mostly Negative,2017,0.99,True,4
7306,"['Action', 'Adventure', 'Indie']",False,Very Positive,2017,14.99,False,1
7307,"['Action', 'Adventure', 'Indie', 'RPG']",False,Negative,2017,4.99,False,6
7308,"['Indie', 'Strategy']",False,Positive,2017,0.99,False,2
7309,"['Indie', 'Simulation', 'Strategy', 'Early Access']",True,Mostly Positive,2017,10.99,False,3
7310,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",False,Mixed,2017,0.0,False,0
7311,"['Adventure', 'Indie', 'Early Access']",True,Mostly Positive,2017,15.99,False,3
7312,"['Action', 'Casual', 'Indie']",False,Positive,2017,3.99,True,2
7313,"['Adventure', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7314,"['Action', 'Free to Play', 'Indie']",False,Mixed,2017,0.0,False,0
7315,"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",True,Mostly Positive,2017,1.99,False,3
7316,['Action'],False,Positive,2017,7.99,False,2
7317,"['Adventure', 'Indie', 'RPG', 'Simulation']",False,Very Positive,2017,9.99,False,1
7318,"['Action', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7319,"['Action', 'RPG']",False,Positive,2017,11.99,False,2
7320,"['Casual', 'Indie']",False,Positive,2017,0.99,True,2
7321,"['Casual', 'Indie']",False,Very Positive,2017,0.0,True,1
7322,"['Indie', 'Strategy']",False,Mixed,2017,0.0,False,0
7323,"['Action', 'Indie']",False,Mixed,2017,0.0,False,0
7324,['RPG'],False,Very Positive,2017,19.99,False,1
7325,"['Action', 'Adventure', 'Indie']",False,Mostly Negative,2017,4.99,False,4
7326,['Indie'],False,Mixed,2017,0.99,False,0
7327,['Action'],False,Mixed,2017,6.99,False,0
7328,"['Adventure', 'Casual', 'Indie', 'RPG']",False,Mixed,2017,2.99,True,0
7329,"['Adventure', 'Indie', 'RPG', 'Strategy']",False,Very Positive,2017,6.99,False,1
7330,"['Action', 'Adventure', 'Casual', 'Indie']",False,Very Positive,2017,9.99,True,1
7331,"['Action', 'Massively Multiplayer', 'RPG']",False,Mostly Positive,2017,30.0,False,3
7332,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",True,Mixed,2017,29.99,False,0
7333,"['Action', 'Casual', 'Indie']",False,Mostly Negative,2017,1.99,True,4
7334,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",False,Mostly Negative,2017,0.99,False,4
7335,"['Adventure', 'Casual', 'Indie']",False,Mostly Positive,2017,9.99,True,3
7336,['Strategy'],False,Positive,2017,7.99,False,2
7337,"['Action', 'Adventure', 'Indie']",False,Mixed,2017,0.99,False,0
7338,"['Indie', 'RPG', 'Strategy']",False,Very Positive,2017,19.99,False,1
7339,"['Action', 'Adventure', 'Indie', 'Early Access']",True,Mixed,2017,0.99,False,0
7340,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']",True,Mostly Positive,2017,5.99,False,3
7341,"['Action', 'Indie', 'Sports']",False,Mixed,2017,0.99,False,0
7342,"['Action', 'Adventure']",False,Mixed,2017,29.99,False,0
7343,"['Adventure', 'Casual']",False,Positive,2017,9.99,True,2
7344,"['Racing', 'Simulation', 'Sports']",False,Mixed,2017,9.99,False,0
7345,"['Adventure', 'Casual', 'Strategy']",False,Mixed,2016,8.99,True,0
7346,"['Action', 'Indie']",False,Mixed,2017,4.99,False,0
7347,"['Simulation', 'Strategy']",False,Very Positive,2017,5.99,False,1
7348,"['Adventure', 'Indie']",False,Positive,2017,5.99,False,2
7349,"['Adventure', 'Casual', 'Indie']",False,Mostly Positive,2017,4.99,True,3
7350,"['Casual', 'Indie']",False,Very Positive,2017,2.99,True,1
7351,"['Action', 'Casual', 'Indie']",False,Very Positive,2017,0.99,True,1
7352,"['Adventure', 'Indie', 'RPG', 'Early Access']",True,Mostly Positive,2017,6.99,False,3
7353,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",False,Mixed,2017,0.0,True,0
7354,"['Action', 'Indie', 'Simulation', 'Early Access']",True,Very Positive,2017,17.99,False,1
7355,"['Action', 'Adventure', 'Indie']",False,Very Positive,2017,14.99,False,1
7356,"['Indie', 'RPG', 'Strategy']",False,Mixed,2017,19.99,False,0
7357,"['Action', 'Adventure', 'Indie']",False,Mostly Negative,2017,3.99,False,4
7358,"['Indie', 'RPG']",False,Mostly Negative,2017,1.99,False,4
7359,"['Action', 'Indie', 'Early Access']",True,Mixed,2017,9.99,False,0
7360,"['Action', 'Adventure', 'Casual', 'Indie']",False,Positive,2017,9.99,True,2
7361,"['Adventure', 'Indie', 'Simulation']",False,Positive,2017,6.99,False,2
7362,"['Free to Play', 'Indie', 'Strategy']",False,Mostly Positive,2017,0.0,False,3
7363,['Simulation'],False,Very Positive,2017,0.0,False,1
7364,"['Action', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7365,"['Action', 'Adventure', 'Casual', 'Indie']",False,Positive,2017,9.99,True,2
7366,"['Action', 'Adventure', 'Indie', 'RPG']",False,Positive,2017,6.99,False,2
7367,"['Adventure', 'Indie']",False,Mixed,2017,2.99,False,0
7368,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7369,"['Action', 'Casual', 'Indie']",False,Positive,2017,0.99,True,2
7370,"['Adventure', 'Indie', 'RPG']",False,Mixed,2017,5.99,False,0
7371,"['Indie', 'Simulation']",False,Very Positive,2017,0.99,False,1
7372,"['Indie', 'Simulation']",False,Positive,2017,0.99,False,2
7373,"['Action', 'Adventure', 'Casual', 'Indie']",False,Mixed,2017,0.99,True,0
7374,"['Simulation', 'Strategy']",False,Mostly Negative,2017,29.99,False,4
7375,"['Action', 'Adventure', 'Indie']",False,Positive,2017,0.99,False,2
7376,"['Indie', 'RPG']",False,Mostly Positive,2017,11.99,False,3
7377,"['Adventure', 'Indie', 'RPG']",False,Mixed,2017,3.99,False,0
